Id,Label,timeset,eigencentrality,indegree,outdegree,Degree,clustering,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,weighted indegree,weighted outdegree,Weighted Degree,modularity_class
CGQ,,,0.085288,29,29,58,0.650246,0.000503,9,0.287747,0.312945,0.000031,67,64,131,12
CIH,,,0.033071,11,11,22,0.754545,0.000216,9,0.279345,0.300697,0.000004,16,16,32,12
CZX,,,0.050736,18,18,36,0.745098,0.000321,9,0.280295,0.30314,0.000005,37,37,74,12
DAX,,,0.02704,5,5,10,0.9,0.000125,9,0.27946,0.300381,0,9,9,18,12
DIG,,,0.013468,5,5,10,0.7,0.000136,10,0.262251,0.28111,0.000003,7,7,14,12
DLC,,,0.120338,59,59,118,0.309468,0.001061,9,0.289226,0.318556,0.000524,143,142,285,12
DOY,,,0.028316,6,6,12,0.933333,0.000139,9,0.279276,0.300183,0,6,6,12,12
DYG,,,0.044219,12,12,24,0.893939,0.000227,9,0.279738,0.301753,0,21,21,42,12
FUG,,,0.030476,9,9,18,0.805556,0.000181,9,0.278791,0.299764,0,11,11,22,12
GYS,,,0.020016,4,4,8,0.833333,0.000106,9,0.278424,0.298481,0,8,8,16,12
HDG,,,0.023353,6,6,12,0.8,0.000139,9,0.272119,0.291788,0,6,6,12,12
HET,,,0.078729,37,37,74,0.463213,0.00072,9,0.281628,0.307695,0.000652,87,87,174,12
HFE,,,0.098716,35,35,70,0.663866,0.000582,9,0.285123,0.311401,0.000014,77,77,154,12
HIA,,,0.041407,12,12,24,0.856061,0.000229,9,0.281816,0.303964,0.000001,12,12,24,12
HJJ,,,0.008001,2,2,4,1,0.000075,10,0.26025,0.277655,0,3,3,6,12
HRB,,,0.106704,57,58,115,0.284029,0.0011,9,0.287674,0.318755,0.002334,130,129,259,12
HYN,,,0.026662,7,7,14,0.809524,0.00015,9,0.278584,0.299122,0,14,14,28,12
HZH,,,0.007379,2,2,4,1,0.000075,10,0.260089,0.277433,0,3,3,6,12
JDZ,,,0.03082,8,8,16,0.928571,0.000167,9,0.279368,0.30045,0,16,16,32,12
JGS,,,0.028679,7,7,14,0.952381,0.000153,9,0.279345,0.300302,0,9,9,18,12
JIQ,,,0.026539,6,6,12,1,0.00014,9,0.279507,0.300376,0,7,7,14,12
JIU,,,0.019368,4,4,8,1,0.000106,9,0.278355,0.298333,0,6,6,12,12
JJN,,,0.061132,18,18,36,0.718954,0.000325,9,0.282665,0.306002,0.000004,44,44,88,12
JNG,,,0.032637,9,9,18,0.805556,0.000187,9,0.28004,0.301708,0,10,10,20,12
JUH,,,0.015267,5,5,10,1,0.000124,10,0.262699,0.281781,0,7,7,14,12
JZH,,,0.021837,5,5,10,1,0.000124,9,0.271747,0.291295,0,16,16,32,12
KHN,,,0.103786,38,38,76,0.660028,0.000644,9,0.285775,0.31303,0.000054,86,86,172,12
KOW,,,0.034926,10,10,20,0.888889,0.000198,9,0.279692,0.301166,0,13,13,26,12
LHW,,,0.079586,33,33,66,0.572917,0.00061,9,0.281651,0.307251,0.000685,84,84,168,12
LJG,,,0.084786,28,28,56,0.702381,0.000489,9,0.286405,0.312472,0.000096,64,65,129,12
LLB,,,0.005445,1,1,2,0,0.00006,10,0.259929,0.276964,0,1,1,2,12
LUM,,,0.021455,4,4,8,1,0.00011,9,0.279437,0.30003,0,6,6,12,12
LYG,,,0.041838,13,13,26,0.666667,0.000251,9,0.281934,0.304225,0.000008,16,16,32,12
LYI,,,0.044554,14,14,28,0.725275,0.000261,9,0.279507,0.301541,0.000005,18,18,36,12
LZH,,,0.047151,13,13,26,0.935897,0.000244,9,0.280715,0.303041,0,14,14,28,12
LZO,,,0.040689,11,11,22,0.963636,0.000213,9,0.279808,0.301713,0,13,13,26,12
MIG,,,0.046096,15,16,31,0.766667,0.000282,9,0.280412,0.303145,0.000003,21,22,43,12
MXZ,,,0.017228,5,5,10,0.4,0.000124,10,0.271463,0.291611,0.000001,5,5,10,12
NAO,,,0.029691,6,6,12,0.933333,0.00014,9,0.279669,0.300924,0,6,6,12,12
NNY,,,0.020166,7,7,14,0.809524,0.000154,10,0.262863,0.282373,0,8,8,16,12
NTG,,,0.033099,10,9,19,0.855556,0.000197,9,0.278699,0.299567,0,18,18,36,12
RMQ,,,0.05731,23,23,46,0.44664,0.000446,9,0.277212,0.300559,0.0003,29,29,58,12
SPN,,,0.040779,9,10,19,0.688889,0.00022,9,0.286356,0.30838,0.000289,10,10,20,12
SYX,,,0.105354,41,41,82,0.582927,0.000674,9,0.289647,0.319708,0.000211,109,109,218,12
TEN,,,0.021691,5,5,10,0.9,0.00012,9,0.278378,0.298505,0,5,5,10,12
TVS,,,0.01768,5,5,10,0.9,0.000121,9,0.270745,0.289607,0,6,6,12,12
TXN,,,0.059292,18,18,36,0.852941,0.000319,9,0.282122,0.305509,0.000001,26,26,52,12
WEF,,,0.030429,7,7,14,0.809524,0.000152,9,0.279068,0.299912,0,7,7,14,12
WNZ,,,0.086336,33,33,66,0.611742,0.000566,9,0.283996,0.310173,0.000032,81,81,162,12
WUS,,,0.036061,9,9,18,0.972222,0.000184,9,0.281487,0.303076,0,15,15,30,12
WUX,,,0.068024,19,19,38,0.824561,0.000341,9,0.284307,0.308677,0.000002,47,47,94,12
WXN,,,0.03646,8,8,16,0.964286,0.000171,9,0.280342,0.302103,0,12,12,24,12
XFN,,,0.036302,9,9,18,0.833333,0.000185,9,0.279322,0.300652,0.000005,13,13,26,12
XUZ,,,0.051682,18,18,36,0.732026,0.000325,10,0.276011,0.299381,0.000002,20,20,40,12
YBP,,,0.031517,7,7,14,0.952381,0.000154,9,0.28004,0.301467,0,10,10,20,12
YCU,,,0.057935,18,18,36,0.882353,0.000324,9,0.281393,0.304892,0.000001,29,29,58,12
YIH,,,0.049905,14,14,28,0.934066,0.000261,9,0.282146,0.304768,0,24,24,48,12
YIW,,,0.040059,14,14,28,0.593407,0.000265,9,0.280412,0.302992,0.000003,18,18,36,12
YNT,,,0.079818,23,23,46,0.804348,0.000399,9,0.284667,0.309279,0.000003,56,56,112,12
YNZ,,,0.045109,12,12,24,0.826923,0.00023,9,0.281019,0.303229,0.000001,17,17,34,12
YTY,,,0.042898,13,13,26,0.871795,0.000242,9,0.280156,0.302177,0,18,18,36,12
ZHA,,,0.049158,13,13,26,0.839744,0.000248,9,0.282547,0.305262,0.000007,19,19,38,12
ZYI,,,0.042885,13,13,26,0.929487,0.000241,9,0.280226,0.302251,0,15,15,30,12
CAP,,,0.002123,2,2,4,1,0.000088,10,0.228934,0.240198,0,3,3,6,8
CAW,,,0.000977,3,3,6,0.666667,0.00014,11,0.205814,0.215034,0,3,4,7,9
MEA,,,0.001403,3,3,6,0.666667,0.000142,10,0.21341,0.224955,0.000003,4,4,8,9
CBB,,,0.006552,8,6,14,0.339286,0.000436,10,0.222449,0.2344,0.001125,11,8,19,9
CIJ,,,0.000899,3,2,5,1,0.000216,11,0.182039,0.188675,0,3,2,5,9
SRE,,,0.001414,4,4,8,1,0.000228,10,0.222391,0.234006,0,6,6,12,9
TDD,,,0.001505,7,7,14,0.214286,0.000549,11,0.20013,0.209318,0.001176,8,8,16,9
CBH,,,0.001578,1,1,2,0,0.000063,10,0.229307,0.241513,0,1,1,2,1
CBO,,,0.002965,1,1,2,0,0.000072,10,0.248583,0.262591,0,3,3,6,12
CBS,,,0.002241,1,1,2,0,0.000072,10,0.24075,0.25484,0,1,1,2,8
CBT,,,0.002241,2,2,4,1,0.000115,10,0.24316,0.256154,0,2,2,4,4
VPE,,,0.002962,6,6,12,0.4,0.000304,10,0.24323,0.256746,0.000001,6,6,12,4
CCC,,,0.026141,5,5,10,0.410714,0.000141,9,0.281089,0.298563,0.000009,8,6,14,8
SLL,,,0.027582,6,6,12,0.933333,0.000145,9,0.285896,0.305394,0,7,7,14,6
CCK,,,0.000173,1,1,2,0,0.00012,11,0.189836,0.196557,0,1,1,2,7
XCH,,,0.001475,2,2,4,0,0.000179,10,0.234302,0.247091,0.000576,2,2,4,7
CCM,,,0.001217,2,2,4,1,0.000105,10,0.213978,0.225843,0,2,2,4,9
CCP,,,0.00232,4,4,8,0.416667,0.000246,10,0.245261,0.25892,0.000144,5,6,11,9
ZAL,,,0.000364,2,2,4,0.5,0.000158,10,0.245208,0.258575,0.000288,2,2,4,9
ZCO,,,0.001977,2,2,4,1,0.000125,10,0.245208,0.258575,0,3,3,6,9
CUM,,,0.002241,1,1,2,0,0.000072,10,0.24075,0.25484,0,1,1,2,8
CZE,,,0.002241,1,1,2,0,0.000072,10,0.24075,0.25484,0,1,1,2,8
LFR,,,0.002241,1,1,2,0,0.000072,10,0.24075,0.25484,0,1,1,2,8
MRD,,,0.002241,1,1,2,0,0.000072,10,0.24075,0.25484,0,2,2,4,8
MUN,,,0.002574,2,2,4,1,0.000103,10,0.241111,0.255501,0,4,4,8,8
PYH,,,0.002241,1,1,2,0,0.000072,10,0.24075,0.25484,0,1,1,2,8
SOM,,,0.002241,1,1,2,0,0.000072,10,0.24075,0.25484,0,1,1,2,8
STD,,,0.002574,2,2,4,1,0.000103,10,0.241111,0.255501,0,4,4,8,8
SVZ,,,0.002241,1,1,2,0,0.000072,10,0.24075,0.25484,0,1,1,2,8
VIG,,,0.002574,2,2,4,1,0.000103,10,0.241111,0.255501,0,3,3,6,8
VLV,,,0.002241,1,1,2,0,0.000072,10,0.24075,0.25484,0,2,2,4,8
DIB,,,0.006929,4,3,7,0.666667,0.000165,10,0.229182,0.241163,0.000015,6,6,12,6
DMU,,,0.001539,2,2,4,1,0.000115,10,0.229167,0.241015,0,2,2,4,6
IXA,,,0.00196,3,3,6,1,0.000131,10,0.229182,0.241163,0,8,8,16,6
IXR,,,0.006595,3,4,7,0.916667,0.000122,10,0.26031,0.277322,0,10,11,21,6
IXS,,,0.00196,3,3,6,1,0.000131,10,0.229182,0.241163,0,7,7,14,6
PBH,,,0.005774,5,5,10,0.6,0.000177,10,0.240065,0.254963,0.000001,5,5,10,6
SHL,,,0.001284,1,1,2,0,0.000068,10,0.229151,0.240867,0,1,1,2,6
CCV,,,0.000895,4,3,7,0.416667,0.000298,12,0.169605,0.175489,0.000144,4,3,7,7
LNB,,,0.000569,2,2,4,0.5,0.000183,11,0.204036,0.213409,0.00009,2,2,4,7
NUS,,,0.001135,5,5,10,0.35,0.000389,11,0.204172,0.214199,0.00011,5,5,10,7
ULB,,,0.000337,2,3,5,0.5,0.000194,11,0.204048,0.213557,0.00009,2,3,5,7
KFP,,,0.000184,1,1,2,0,0.000143,11,0.186533,0.192465,0,1,1,2,16
KVC,,,0.000184,1,1,2,0,0.000143,11,0.186533,0.192465,0,1,1,2,16
NLG,,,0.000184,1,1,2,0,0.000143,11,0.186533,0.192465,0,1,1,2,16
CDC,,,0.003791,1,1,2,0,0.000065,10,0.245101,0.258558,0,1,1,2,8
OSR,,,0.026849,3,3,6,0.666667,0.000083,9,0.287625,0.309404,0.000001,4,4,8,1
PUF,,,0.029228,4,4,8,0.833333,0.000103,9,0.286478,0.307341,0,5,5,10,1
RUN,,,0.033433,13,13,26,0.288462,0.000413,9,0.292584,0.316271,0.001354,21,19,40,4
UGC,,,0.038448,6,5,11,0.690476,0.000141,9,0.259829,0.280654,0.000009,8,7,15,3
YQB,,,0.065103,18,18,36,0.284211,0.000551,9,0.303687,0.327148,0.003197,29,28,57,25
CDJ,,,0.000149,1,1,2,0,0.0001,1,1,1,0.000288,1,1,2,9
CMP,,,0.000148,1,0,1,0,0.000129,0,0,0,0,1,0,1,9
YAK,,,0.000496,2,2,4,0,0.000202,10,0.210156,0.217924,0.000002,2,2,4,16
CGM,,,0.000854,1,1,2,0,0.000076,10,0.222317,0.233101,0,1,1,2,12
DGT,,,0.003819,2,2,4,1,0.000103,10,0.248656,0.262887,0,4,4,8,12
DPL,,,0.004161,3,3,6,1,0.000135,10,0.248675,0.263035,0,4,4,8,12
GES,,,0.004239,3,3,6,1,0.000132,10,0.248675,0.263035,0,5,5,10,12
IAO,,,0.000854,1,1,2,0,0.000076,10,0.222317,0.233101,0,1,1,2,12
ILO,,,0.017317,8,8,16,0.607143,0.000274,9,0.273796,0.293825,0.000046,10,10,20,12
KLO,,,0.028007,8,8,16,0.75,0.000213,9,0.280063,0.301205,0.000001,18,18,36,12
LGP,,,0.003819,2,2,4,1,0.000103,10,0.248656,0.262887,0,4,4,8,12
MPH,,,0.003819,2,2,4,1,0.000103,10,0.248656,0.262887,0,4,4,8,12
OZC,,,0.003819,2,2,4,1,0.000103,10,0.248656,0.262887,0,4,4,8,12
PAG,,,0.003819,2,2,4,1,0.000103,10,0.248656,0.262887,0,2,2,4,12
SUG,,,0.003819,2,2,4,1,0.000103,10,0.248656,0.262887,0,3,3,6,12
TAC,,,0.003819,2,2,4,1,0.000103,10,0.248656,0.262887,0,5,5,10,12
USU,,,0.003819,2,2,4,1,0.000103,10,0.248656,0.262887,0,3,3,6,12
ZAM,,,0.004311,4,4,8,0.5,0.00021,10,0.248711,0.263232,0.000576,6,6,12,12
CEE,,,0.023997,7,7,14,0.333333,0.000222,9,0.269041,0.290124,0.000583,7,7,14,3
KGD,,,0.045973,10,10,20,0.622222,0.000208,9,0.272845,0.29579,0.000005,15,15,30,3
VUS,,,0.00049,1,1,2,0,0.000071,10,0.212017,0.221803,0,1,1,2,3
CEK,,,0.042349,14,14,28,0.538462,0.000275,9,0.27311,0.295894,0.000004,20,20,40,3
NMA,,,0.025735,9,9,18,0.777778,0.0002,9,0.26029,0.282001,0,12,12,24,3
OSS,,,0.038216,13,13,26,0.551282,0.00028,9,0.281089,0.306761,0.000028,29,31,60,3
CEM,,,0.000381,1,1,2,0.5,0.000127,11,0.173794,0.17822,0.000288,1,1,2,16
IRC,,,0.000153,1,1,2,0.5,0.000153,10,0.210326,0.21818,0.000288,1,1,2,16
CEN,,,0.007287,4,4,8,1,0.000128,10,0.257433,0.273057,0,5,5,10,8
HMO,,,0.026726,13,13,26,0.5,0.000329,9,0.283353,0.301248,0.0001,23,25,48,8
CEZ,,,0.005824,1,1,2,0,0.000066,9,0.255659,0.27069,0,1,1,2,8
CFB,,,0.001536,3,3,6,0.666667,0.000142,10,0.213491,0.225251,0,3,3,6,9
PLU,,,0.007544,11,12,23,0.128788,0.00056,10,0.258378,0.276078,0.002209,12,13,25,9
CFC,,,0.000805,2,2,4,0,0.000132,11,0.206431,0.216219,0.000002,2,2,4,9
JCB,,,0.000754,3,3,6,0,0.000204,11,0.206191,0.215636,0.000002,3,3,6,9
CFK,,,0.005112,1,1,2,0,0.000058,10,0.239623,0.255086,0,1,1,2,1
CFN,,,0.013242,2,2,4,1,0.000071,9,0.255562,0.272949,0,2,2,4,1
CFS,,,0.004571,2,2,4,1,0.000103,10,0.253471,0.268589,0,4,4,8,7
CGA,,,0.00079,4,3,7,0.666667,0.000378,10,0.208534,0.216109,0,5,5,10,16
HYL,,,0.000638,3,3,6,0.833333,0.000299,10,0.208534,0.216109,0,5,5,10,16
KLW,,,0.00048,2,2,4,1,0.000238,10,0.208521,0.215961,0,3,3,6,16
KTN,,,0.007068,13,13,26,0.061905,0.001328,9,0.263417,0.279053,0.008298,22,22,44,16
JPR,,,0.000429,1,1,2,0,0.000081,11,0.205664,0.214506,0,2,2,4,9
LDB,,,0.008069,7,7,14,0.761905,0.000248,10,0.258497,0.275806,0.000007,12,11,23,9
MGF,,,0.008419,8,8,16,0.75,0.000279,10,0.258536,0.276004,0.000008,10,10,20,9
OAL,,,0.000429,1,1,2,0,0.000081,11,0.205664,0.214506,0,1,1,2,9
ROO,,,0.000429,1,1,2,0,0.000081,11,0.205664,0.214506,0,1,1,2,9
CLV,,,0.001277,2,2,4,0,0.000102,10,0.208805,0.220685,0,2,2,4,9
CXJ,,,0.001914,3,3,6,0.666667,0.000131,10,0.214019,0.22609,0,3,3,6,9
IGU,,,0.012565,7,7,14,0.714286,0.000232,10,0.259869,0.277832,0.00003,12,12,24,9
JOI,,,0.006697,4,4,8,0.5,0.000151,10,0.258259,0.274918,0.000006,5,5,10,9
JTC,,,0.001445,3,3,6,0.333333,0.000151,10,0.208818,0.220833,0,3,3,6,9
NVT,,,0.009418,5,5,10,0.7,0.000173,10,0.258279,0.275066,0.000006,7,7,14,9
PPB,,,0.001277,2,2,4,0,0.000102,10,0.208805,0.220685,0,2,2,4,9
CGI,,,0.003478,1,1,2,0,0.000063,10,0.237216,0.249478,0,1,1,2,8
KDI,,,0.002947,2,2,4,1,0.000107,10,0.238371,0.253209,0,4,4,8,7
MLG,,,0.00395,2,2,4,1,0.000095,10,0.239963,0.255215,0,3,3,6,7
PKY,,,0.003204,2,2,4,1,0.000095,10,0.23822,0.252765,0,3,3,6,7
SOC,,,0.012861,4,4,8,0.666667,0.000135,9,0.260853,0.280861,0.000022,8,8,16,7
TJQ,,,0.002597,2,2,4,1,0.000104,10,0.238169,0.252642,0,4,4,8,7
TNJ,,,0.002387,1,1,2,0,0.000068,10,0.238152,0.252494,0,3,3,6,7
TTE,,,0.003301,3,3,6,1,0.00015,10,0.238438,0.253506,0,8,8,16,7
HDF,,,0.036251,5,5,10,0.3,0.000108,9,0.286916,0.307083,0.000001,5,5,10,1
KLU,,,0.02904,4,4,8,0.833333,0.000093,9,0.263952,0.282401,0,7,7,14,1
RJK,,,0.037763,7,7,14,0.625,0.000133,9,0.28592,0.305785,0.000003,7,7,14,1
CJU,,,0.07828,33,33,66,0.332386,0.000788,9,0.28738,0.312841,0.003425,59,59,118,12
DSN,,,0.049907,19,19,38,0.783626,0.000341,9,0.277372,0.3007,0.000006,25,25,50,12
HMI,,,0.023043,6,6,12,0.733333,0.000147,9,0.276215,0.29725,0.000014,10,10,20,12
INC,,,0.076091,30,29,59,0.637931,0.000535,9,0.283068,0.308697,0.000169,66,65,131,12
KRL,,,0.011695,5,5,10,0.8,0.00013,10,0.248931,0.267478,0,10,10,20,12
UYN,,,0.023857,7,7,14,0.666667,0.000155,9,0.276192,0.29723,0.000003,12,12,24,12
XNN,,,0.047808,19,19,38,0.573099,0.00042,9,0.278355,0.302047,0.00072,50,49,99,12
ZUH,,,0.06705,30,30,60,0.572414,0.000515,9,0.278538,0.303182,0.000108,59,60,119,12
NBS,,,0.014946,4,4,8,0.666667,0.000104,9,0.273685,0.292926,0,5,5,10,12
YNJ,,,0.028618,6,6,12,0.933333,0.000139,9,0.279761,0.300637,0,14,14,28,12
CMG,,,0.00036,1,1,2,0,0.000076,11,0.205551,0.214087,0,1,1,2,9
DOU,,,0.005868,3,3,6,0.666667,0.000127,10,0.258121,0.274548,0.000004,3,3,6,9
HKK,,,0.00051,1,1,2,0,0.000085,10,0.215274,0.22522,0,1,1,2,7
IVC,,,0.000932,2,2,4,1,0.000128,10,0.215356,0.225615,0,2,2,4,7
CHG,,,0.011136,2,2,4,1,0.000075,9,0.273729,0.292852,0,3,3,6,12
CKD,,,0.000149,1,2,3,0.166667,0.000162,12,0.157451,0.161495,0.00115,1,2,3,16
CHX,,,0.000201,1,1,2,1,0.000128,11,0.193658,0.200158,0,1,1,2,2
CHY,,,0.000516,2,1,3,1,0.000207,12,0.164467,0.169374,0,2,1,3,7
GZO,,,0.000996,5,4,9,0.45,0.00049,11,0.196829,0.20561,0.000432,5,4,9,7
CIY,,,0.032417,8,8,16,0.571429,0.00014,9,0.257197,0.277372,0,8,8,16,1
CIC,,,0.006092,1,1,2,0,0.000062,9,0.265029,0.279712,0,1,1,2,8
HLD,,,0.015313,9,9,18,0.361111,0.000238,9,0.274575,0.294999,0.000167,18,18,36,12
DAT,,,0.024491,7,7,14,0.619048,0.000155,9,0.276057,0.296978,0.000005,11,11,22,12
CIK,,,0.000564,2,2,4,1,0.000251,10,0.210366,0.218402,0,2,2,4,16
CIP,,,0.00052,1,1,2,0,0.000073,10,0.229634,0.240347,0,1,1,2,4
CIU,,,0.006097,1,1,2,0,0.000061,10,0.258893,0.274384,0,1,1,2,8
CIX,,,0.00251,1,1,2,0,0.000074,10,0.246875,0.259938,0,1,1,2,9
CIZ,,,0.000554,1,1,2,0,0.000083,11,0.212497,0.2227,0,1,1,2,9
CJA,,,0.00251,1,1,2,0,0.000074,10,0.246875,0.259938,0,2,2,4,9
CPO,,,0.002174,3,3,6,1,0.00016,10,0.245208,0.258674,0,4,4,8,9
CJJ,,,0.015664,4,4,8,0.833333,0.00011,9,0.274397,0.294076,0,9,9,18,12
CJL,,,0.003328,2,2,4,1,0.000083,9,0.245368,0.258319,0,2,2,4,6
CJM,,,0.001395,1,1,2,0,0.000073,10,0.218959,0.231657,0,1,1,2,7
CJS,,,0.009153,6,6,12,1,0.000167,10,0.257472,0.273353,0,12,12,24,8
CUU,,,0.028296,10,10,20,0.755556,0.000246,10,0.275944,0.296321,0.000011,17,16,33,8
GMP,,,0.024029,13,13,26,0.269231,0.000384,9,0.276395,0.298668,0.000638,39,39,78,12
HIN,,,0.001923,2,2,4,1,0.00009,10,0.223702,0.235262,0,3,3,6,12
KPO,,,0.001923,2,2,4,1,0.00009,10,0.223702,0.235262,0,3,3,6,12
KUV,,,0.001384,1,1,2,0,0.000064,10,0.223243,0.234299,0,2,2,4,12
KWJ,,,0.001923,2,2,4,1,0.00009,10,0.223702,0.235262,0,4,4,8,12
MWX,,,0.021054,5,5,10,0.7,0.000127,9,0.275809,0.296263,0,6,6,12,12
RSU,,,0.001923,2,2,4,1,0.00009,10,0.223702,0.235262,0,3,3,6,12
TAE,,,0.024112,4,4,8,1,0.000114,9,0.279831,0.300588,0,6,6,12,12
USN,,,0.001923,2,2,4,1,0.00009,10,0.223702,0.235262,0,3,3,6,12
WJU,,,0.001384,1,1,2,0,0.000064,10,0.223243,0.234299,0,1,1,2,12
CKB,,,0.001331,2,3,5,0.333333,0.000102,9,0.269191,0.285642,0.000004,2,3,5,8
MGW,,,0.007408,2,2,4,0.5,0.000089,9,0.268399,0.283742,0.00006,2,2,4,8
RDV,,,0.000148,1,1,2,0.5,0.000113,12,0.157429,0.161273,0,1,1,2,16
SLQ,,,0.000296,2,2,4,0.166667,0.000209,11,0.186802,0.193222,0.001151,2,2,4,16
ENY,,,0.015701,4,4,8,0.666667,0.000108,9,0.274464,0.294382,0.000003,6,5,11,12
JHG,,,0.015587,9,9,18,0.472222,0.000219,10,0.24778,0.266749,0.000006,24,24,48,12
PZI,,,0.006957,2,2,4,1,0.000076,10,0.245386,0.261912,0,4,4,8,12
TSA,,,0.039542,19,19,38,0.385965,0.000418,9,0.270441,0.292931,0.000756,40,40,80,12
XIC,,,0.010011,3,3,6,1,0.000093,10,0.247309,0.265031,0,5,5,10,12
ZAT,,,0.006082,2,2,4,1,0.000077,10,0.236468,0.252878,0,3,3,6,12
CKH,,,0.000867,1,1,2,0,0.000072,10,0.221675,0.233534,0,2,2,4,3
CKX,,,0.000148,1,1,2,0,0.000295,1,1,1,0,1,1,2,17
TKJ,,,0.000148,1,1,2,0,0.000295,1,1,1,0,1,1,2,17
CKZ,,,0.001874,1,1,2,0,0.000066,10,0.230276,0.242288,0,1,1,2,3
CLD,,,0.007786,1,1,2,0,0.000063,9,0.27863,0.293307,0,1,1,2,8
DUJ,,,0.003456,2,2,4,1,0.000107,10,0.236038,0.248361,0,2,2,4,8
ERI,,,0.016113,3,3,6,1,0.000095,10,0.2648,0.281964,0,4,4,8,8
FKL,,,0.003456,2,2,4,1,0.000107,10,0.236038,0.248361,0,2,2,4,8
PKB,,,0.00326,1,1,2,0,0.000062,10,0.236022,0.248213,0,1,1,2,8
CLL,,,0.014294,2,2,4,1,0.000081,10,0.273242,0.291682,0,3,3,6,8
ESM,,,0.002741,3,3,6,1,0.000137,10,0.2352,0.24909,0,3,3,6,8
GPI,,,0.000665,1,1,2,0,0.000076,10,0.220416,0.23101,0,2,2,4,8
TCO,,,0.000665,1,1,2,0,0.000076,10,0.220416,0.23101,0,1,1,2,8
CLQ,,,0.005034,2,2,4,1,0.000088,10,0.25706,0.272144,0,3,3,6,8
FLO,,,0.006105,1,1,2,0,0.000061,10,0.253414,0.269366,0,2,2,4,8
HHH,,,0.010173,2,2,4,1,0.000077,10,0.253757,0.269998,0,4,4,8,8
HTS,,,0.009236,4,4,8,0.166667,0.00012,9,0.255253,0.272231,0.000003,5,5,10,8
LUK,,,0.009656,3,3,6,0.333333,0.000117,10,0.253833,0.2706,0.000007,3,3,6,8
LYH,,,0.006105,1,1,2,0,0.000061,10,0.253414,0.269366,0,2,2,4,8
PGV,,,0.006105,1,1,2,0,0.000061,10,0.253414,0.269366,0,2,2,4,8
SBY,,,0.012862,2,2,4,1,0.000077,10,0.259251,0.276158,0,4,4,8,8
CMA,,,0.000305,2,2,4,0,0.00027,12,0.168572,0.173341,0.000576,2,2,4,7
SGO,,,0.000386,2,2,4,0,0.000214,11,0.202713,0.210712,0.001151,2,2,4,7
XTG,,,0.000156,1,1,2,0,0.000159,13,0.144261,0.147265,0,1,1,2,7
GAN,,,0.004789,3,3,6,0.666667,0.000126,10,0.247908,0.262997,0.000003,3,3,6,6
HRI,,,0.006566,3,4,7,0.666667,0.000101,9,0.280995,0.303552,0.000001,6,7,13,6
IXM,,,0.006193,3,3,6,0.666667,0.000101,10,0.24637,0.261492,0,8,8,16,6
KCT,,,0.002826,2,2,4,0,0.000158,10,0.245386,0.259528,0.000576,2,2,4,6
TRZ,,,0.014863,4,4,8,1,0.00012,9,0.260752,0.280624,0,9,9,18,7
CME,,,0.011453,2,2,4,1,0.000085,10,0.270463,0.288825,0,3,3,6,8
RNO,,,0.069216,14,13,27,0.901099,0.000301,9,0.292634,0.314403,0,29,27,56,8
CMI,,,0.016304,2,2,4,1,0.000081,9,0.281089,0.298857,0,4,4,8,8
GLN,,,0.010532,2,2,4,0.5,0.000074,9,0.235118,0.249576,0.000288,2,2,4,1
OUZ,,,0.006,3,3,6,0.666667,0.000113,10,0.248418,0.263888,0.000006,3,3,6,1
OZZ,,,0.010631,2,2,4,1,0.000077,9,0.254101,0.272113,0,2,2,4,1
TTU,,,0.005171,1,1,2,0.5,0.000061,11,0.198987,0.206719,0.000288,1,1,2,1
CMU,,,0.000804,1,1,2,0,0.000084,10,0.224132,0.235642,0,1,1,2,7
CMW,,,0.016267,3,3,6,0.666667,0.0001,9,0.27953,0.296564,0.000001,3,3,6,8
CMX,,,0.009166,1,1,2,0,0.000062,9,0.273752,0.29026,0,1,1,2,8
CND,,,0.011209,1,1,2,0,0.000061,9,0.273951,0.29308,0,1,1,2,3
CPV,,,0.001867,2,2,4,0.833333,0.000098,10,0.232112,0.243457,0,2,2,4,9
IPN,,,0.00584,3,3,6,0.666667,0.000132,10,0.258062,0.274375,0,3,3,6,9
IZA,,,0.001628,2,2,4,1,0.0001,10,0.219243,0.232126,0,2,2,4,9
MOC,,,0.001133,2,2,4,0,0.00011,10,0.218859,0.230843,0,3,3,6,9
UBA,,,0.006661,4,4,8,0.833333,0.00015,10,0.25822,0.274868,0.000004,4,4,8,9
VDC,,,0.006879,4,4,8,0.666667,0.000159,10,0.2582,0.274794,0.000002,6,6,12,9
CNP,,,0.000332,2,2,4,0,0.000251,10,0.175419,0.180328,0.000576,2,2,4,22
OBY,,,0.000156,1,1,2,0,0.000151,11,0.149246,0.152247,0,1,1,2,22
EDR,,,0.000916,2,2,4,1,0.000142,10,0.222405,0.233491,0,2,2,4,7
GOV,,,0.001552,3,3,6,1,0.000161,10,0.225329,0.237676,0,6,4,10,7
GTE,,,0.001552,3,3,6,1,0.000161,10,0.225329,0.237676,0,4,4,8,7
GUM,,,0.04438,19,19,38,0.429825,0.000513,9,0.287478,0.309178,0.001916,35,35,70,12
HID,,,0.000751,1,1,2,0,0.000082,10,0.222391,0.233343,0,1,1,2,7
IRG,,,0.000916,2,2,4,0.666667,0.000213,10,0.222405,0.233491,0.000288,2,2,4,7
