Id,Label,timeset,eigencentrality,indegree,outdegree,Degree,clustering,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,weighted indegree,weighted outdegree,Weighted Degree,modularity_class
OMD,,,0.000153,1,1,2,0.5,0.00011,10,0.225434,0.235101,0.000288,1,1,2,4
MFU,,,0.00052,1,1,2,0,0.000073,10,0.229634,0.240347,0,1,1,2,4
SLI,,,0.000792,2,2,4,1,0.000106,10,0.229712,0.240643,0,2,2,4,4
LUR,,,0.000166,1,1,2,1,0.000123,11,0.186884,0.193506,0,1,1,2,16
LUW,,,0.00056,1,1,2,0,0.000083,10,0.207598,0.218479,0,2,2,4,7
PUW,,,0.005303,2,2,4,1,0.000096,9,0.262556,0.276077,0,2,2,4,8
LXG,,,0.000765,1,1,2,0,0.000073,10,0.221748,0.23258,0,1,1,2,7
LYR,,,0.007333,2,2,4,1,0.00009,9,0.248839,0.2651,0,3,3,6,1
LZC,,,0.004298,1,1,2,0,0.000067,10,0.251733,0.266733,0,2,2,4,8
TCR,,,0.001956,1,1,2,0,0.000062,10,0.237466,0.24992,0,1,1,2,6
OIA,,,0.000335,2,1,3,0.333333,0.000103,11,0.179723,0.186354,0.000288,2,1,3,9
RDC,,,0.000194,1,1,2,0,0.000065,2,0.666667,0.75,0.000576,1,1,2,9
TUR,,,0.000194,1,1,2,1,0.000065,11,0.21243,0.222379,0,1,1,2,9
PNA,,,0.010038,1,1,2,0,0.000058,9,0.269879,0.287863,0,1,2,3,1
RJL,,,0.010038,1,1,2,0,0.000058,9,0.269879,0.287863,0,1,1,2,1
VAI,,,0.001199,3,3,6,1,0.000179,10,0.224162,0.235939,0,3,3,6,7
MAM,,,0.004298,1,1,2,0,0.000067,10,0.251733,0.266733,0,2,2,4,8
PIN,,,0.000554,1,1,2,0,0.000083,11,0.212497,0.2227,0,1,1,2,9
TBT,,,0.000554,1,1,2,0,0.000083,11,0.212497,0.2227,0,1,1,2,9
PBL,,,0.000723,2,2,4,1,0.000102,11,0.2082,0.218004,0,2,2,4,8
MAZ,,,0.002571,1,1,2,0,0.000063,10,0.238742,0.251154,0,1,1,2,8
MBL,,,0.003354,1,1,2,0,0.000061,10,0.234563,0.246906,0,1,1,2,8
MBT,,,0.002965,1,1,2,0,0.000072,10,0.248583,0.262591,0,1,1,2,12
NIB,,,0.000186,1,1,2,0,0.00014,11,0.186657,0.192674,0,1,1,2,16
TCT,,,0.000186,1,1,2,0.5,0.00014,12,0.157319,0.16099,0.000288,1,1,2,16
SLN,,,0.002934,1,1,2,0,0.000061,10,0.234971,0.24665,0,1,1,2,8
MCM,,,0.00651,1,1,2,0,0.000057,9,0.248382,0.263761,0,1,1,2,1
MCY,,,0.004571,2,2,4,1,0.000103,10,0.253471,0.268589,0,5,5,10,7
MNA,,,0.000353,1,1,2,0,0.000087,10,0.206696,0.216604,0,1,1,2,7
NAH,,,0.000353,1,1,2,0,0.000087,10,0.206696,0.216604,0,1,1,2,7
MYT,,,0.001917,3,3,6,0.333333,0.000186,10,0.231191,0.243031,0.000576,4,4,8,7
NYU,,,0.001768,2,3,5,1,0.000103,10,0.231175,0.242981,0,6,7,13,7
MDU,,,0.000804,1,1,2,0,0.000084,10,0.224132,0.235642,0,1,1,2,7
MEB,,,0.000141,1,1,2,0,0.000082,12,0.168706,0.173346,0.000288,1,1,2,7
MEC,,,0.001233,1,1,2,0,0.000077,10,0.226842,0.239411,0,1,1,2,8
ULH,,,0.005683,2,2,4,1,0.000092,10,0.248894,0.264673,0,2,2,4,6
MIM,,,0.004764,3,3,6,0.666667,0.000154,10,0.25349,0.268737,0.000001,3,3,6,7
WGA,,,0.004571,2,2,4,1,0.000103,10,0.253471,0.268589,0,3,3,6,7
MTT,,,0.004298,1,1,2,0,0.000067,10,0.251733,0.266733,0,2,2,4,8
NLD,,,0.004298,1,1,2,0,0.000067,10,0.251733,0.266733,0,1,1,2,8
PAZ,,,0.005071,3,3,6,0.666667,0.000117,10,0.251771,0.267029,0,6,6,12,8
PDS,,,0.004298,1,1,2,0,0.000067,10,0.251733,0.266733,0,2,2,4,8
PQM,,,0.004298,1,1,2,0,0.000067,10,0.251733,0.266733,0,1,1,2,8
PXM,,,0.004298,1,1,2,0,0.000067,10,0.251733,0.266733,0,3,3,6,8
TPQ,,,0.005034,2,2,4,1,0.000088,10,0.25706,0.272144,0,3,3,6,8
MGS,,,0.000373,1,1,2,0,0.000103,10,0.224102,0.232322,0,1,1,2,14
MGT,,,0.00017,1,1,2,0,0.000128,11,0.178037,0.184133,0,1,1,2,7
TVY,,,0.00156,2,2,4,0,0.000176,10,0.231206,0.242957,0.001151,2,2,4,7
MHC,,,0.000202,1,1,2,0,0.000097,11,0.197002,0.204025,0,1,1,2,9
NSH,,,0.00167,2,2,4,1,0.000106,10,0.226053,0.237886,0,2,2,4,6
RZR,,,0.00167,2,2,4,1,0.000106,10,0.226053,0.237886,0,2,2,4,6
XBJ,,,0.00167,2,2,4,1,0.000106,10,0.226053,0.237886,0,2,2,4,6
MHG,,,0.007673,1,1,2,0,0.000057,9,0.253548,0.269698,0,1,1,2,1
STX,,,0.012474,5,5,10,0.7,0.000159,10,0.26027,0.278132,0.000017,9,9,18,8
MYA,,,0.002825,2,2,4,1,0.000119,10,0.252997,0.267779,0,2,2,4,7
OSY,,,0.001992,3,3,6,0.666667,0.000129,9,0.226143,0.237949,0,3,3,6,11
MJU,,,0.00056,1,1,2,0,0.000083,10,0.207598,0.218479,0,1,1,2,7
MKG,,,0.009166,1,1,2,0,0.000062,9,0.273752,0.29026,0,1,1,2,8
MNT,,,0.000153,1,1,2,0.5,0.000153,10,0.210326,0.21818,0.000288,1,1,2,16
MMO,,,0.000773,1,1,2,0,0.000069,10,0.226949,0.237267,0,1,1,2,4
RXS,,,0.002965,1,1,2,0,0.000072,10,0.248583,0.262591,0,3,3,6,12
SJI,,,0.002965,1,1,2,0,0.000072,10,0.248583,0.262591,0,1,1,2,12
TAG,,,0.002965,1,1,2,0,0.000072,10,0.248583,0.262591,0,3,3,6,12
TUG,,,0.002965,1,1,2,0,0.000072,10,0.248583,0.262591,0,3,3,6,12
VRC,,,0.002965,1,1,2,0,0.000072,10,0.248583,0.262591,0,1,1,2,12
WNP,,,0.002965,1,1,2,0,0.000072,10,0.248583,0.262591,0,2,2,4,12
MNS,,,0.000273,1,1,2,1,0.000077,10,0.22965,0.240396,0,1,1,2,4
MOD,,,0.006092,1,1,2,0,0.000062,9,0.265029,0.279712,0,1,1,2,8
MOI,,,0.000373,1,1,2,0,0.000103,10,0.224102,0.232322,0,1,1,2,14
SRP,,,0.009577,3,3,6,0.666667,0.000094,9,0.248711,0.264952,0,3,3,6,1
MOQ,,,0.000892,2,2,4,1,0.000127,10,0.231222,0.242205,0,2,2,4,4
VPY,,,0.000507,1,1,2,0,0.000075,10,0.215205,0.225616,0,1,1,2,4
MPN,,,0.000182,1,1,2,0.5,0.000091,11,0.197036,0.204099,0,1,1,2,9
MPP,,,0.000149,1,1,2,0.5,0.000153,12,0.162481,0.167035,0.000288,1,1,2,2
MQF,,,0.01091,2,2,4,1,0.000077,9,0.263911,0.281557,0,2,2,4,3
MQJ,,,0.000867,1,1,2,0,0.000072,10,0.221675,0.233534,0,2,2,4,3
RVK,,,0.002001,3,3,6,0.666667,0.000138,9,0.226143,0.237949,0,3,3,6,11
SHC,,,0.000205,1,1,2,0,0.000105,11,0.196692,0.20442,0,1,1,2,6
MRE,,,0.000389,2,1,3,1,0.000185,12,0.165938,0.171613,0,4,3,7,4
RRG,,,0.001818,1,1,2,0,0.000065,10,0.243686,0.25688,0,1,1,2,6
ZSE,,,0.001818,1,1,2,0,0.000065,10,0.243686,0.25688,0,3,3,6,6
MRZ,,,0.002599,1,1,2,0,0.000075,10,0.252978,0.267631,0,1,1,2,7
MSA,,,0.000752,4,4,8,0.416667,0.000346,11,0.178715,0.18456,0.000144,4,4,8,25
XBE,,,0.000774,4,4,8,0.5,0.000342,11,0.178715,0.18456,0.000144,4,4,8,25
ZPB,,,0.000427,2,2,4,1,0.000168,11,0.178696,0.184264,0,2,2,4,25
ZRJ,,,0.000585,3,2,5,0.666667,0.000254,12,0.151639,0.155224,0,3,2,5,25
MSW,,,0,0,1,1,0,0.000044,10,0.210638,0.219557,0,0,1,1,6
MTV,,,0.000495,3,3,6,0.666667,0.000269,12,0.163749,0.168404,0,3,3,6,7
SLH,,,0.000572,3,3,6,0.333333,0.000262,11,0.195768,0.203339,0.000575,3,3,6,7
TOH,,,0.000495,3,3,6,0.666667,0.000269,12,0.163749,0.168404,0,3,3,6,7
ZGU,,,0.000572,3,3,6,0.333333,0.000262,11,0.195768,0.203339,0.000575,3,3,6,7
SBZ,,,0.021037,2,3,5,1,0.000069,9,0.275269,0.294861,0,4,5,9,1
MUE,,,0.00114,1,1,2,0,0.000067,10,0.227025,0.236995,0,1,1,2,8
MUK,,,0.000373,1,1,2,0,0.000103,10,0.224102,0.232322,0,1,1,2,14
ODN,,,0.0007,2,2,4,1,0.000135,10,0.211897,0.22178,0,2,2,4,7
MVT,,,0.000805,2,2,4,1,0.000182,10,0.226234,0.235328,0,2,2,4,14
MWA,,,0.003478,1,1,2,0,0.000063,10,0.237216,0.249478,0,1,1,2,8
MWF,,,0.000245,1,1,2,0,0.000109,11,0.195723,0.202944,0,1,1,2,7
MXV,,,0.000821,1,1,2,0,0.000079,10,0.226842,0.237812,0,2,2,4,12
YNG,,,0.003568,4,4,8,0,0.000121,9,0.231001,0.243064,0.000001,4,4,8,8
PBU,,,0.000183,1,1,2,0,0.000097,11,0.187788,0.194051,0,1,1,2,7
MYU,,,0.000159,1,1,2,0.5,0.000126,11,0.187174,0.19434,0.000432,1,1,2,16
RTA,,,0.000762,1,1,2,0,0.00008,10,0.231937,0.242113,0,1,1,2,7
SVU,,,0.001207,3,3,6,1,0.000179,10,0.232032,0.242607,0,3,3,6,7
TVU,,,0.001207,3,3,6,1,0.000179,10,0.232032,0.242607,0,3,3,6,7
SRK,,,0.000164,1,1,2,0,0.000154,12,0.130115,0.132576,0,1,1,2,22
THU,,,0.000313,2,2,4,0,0.000301,12,0.130125,0.132773,0.000576,2,2,4,22
RCY,,,0.002131,1,1,2,0,0.00007,10,0.236667,0.247813,0,1,1,2,8
RSD,,,0.002131,1,1,2,0,0.00007,10,0.236667,0.247813,0,2,2,4,8
SML,,,0.002131,1,1,2,0,0.00007,10,0.236667,0.247813,0,2,2,4,8
NDG,,,0.019113,4,4,8,0.5,0.000109,9,0.275539,0.295843,0.000004,8,8,16,12
NGE,,,0.000525,1,1,2,0.5,0.00007,10,0.223791,0.233652,0,1,1,2,4
NIQ,,,0.000193,1,1,2,0,0.000139,12,0.130105,0.132638,0,1,1,2,22
NKI,,,0.000148,1,1,2,0,0.000129,11,0.172578,0.176787,0.000288,1,1,2,16
NLT,,,0.002055,1,1,2,0,0.000064,10,0.229728,0.243325,0,2,2,4,12
TNK,,,0.000311,2,1,3,0.166667,0.000183,12,0.157693,0.161915,0.000432,3,2,5,16
NOB,,,0.002131,1,1,2,1,0.000073,11,0.193325,0.19962,0,1,1,2,8
TMU,,,0.002305,2,1,3,0.5,0.000136,10,0.239623,0.251675,0.000288,4,3,7,8
SWJ,,,0.000578,2,2,4,1,0.000165,11,0.204024,0.21336,0,2,2,4,7
NYK,,,0.000389,2,3,5,0.666667,0.000205,12,0.165954,0.171909,0,4,4,8,4
UAS,,,0.000389,2,2,4,1,0.000185,12,0.165946,0.171761,0,4,3,7,4
OAG,,,0.002599,1,1,2,0,0.000075,10,0.252978,0.267631,0,1,1,2,7
OBU,,,0.000158,1,2,3,0.666667,0.000231,11,0.186895,0.193654,0.000288,2,4,6,16
ODY,,,0.000765,1,1,2,0,0.000073,10,0.221748,0.23258,0,1,1,2,7
OGM,,,0.000201,1,1,2,0.5,0.000128,13,0.139782,0.142697,0.000288,1,1,2,2
UEO,,,0.00119,1,1,2,0,0.000064,10,0.223361,0.234482,0,1,1,2,12
OLA,,,0.006586,1,1,2,0,0.00006,9,0.248601,0.264459,0,1,1,2,1
OLC,,,0.000184,1,1,2,0,0.000138,12,0.175337,0.18123,0,1,1,2,9
SHH,,,0.000447,2,2,4,1,0.000211,11,0.186915,0.193777,0,3,3,6,16
TNC,,,0.000273,1,1,2,1,0.000106,12,0.157502,0.161572,0,1,1,2,16
OMR,,,0.005141,1,1,2,0,0.000058,9,0.242148,0.255652,0,2,2,4,1
XCR,,,0.008043,2,2,4,0,0.00007,9,0.241042,0.255718,0,2,2,4,1
PAH,,,0.009166,1,1,2,0,0.000062,9,0.273752,0.29026,0,1,1,2,8
SUX,,,0.009166,1,1,2,0,0.000062,9,0.273752,0.29026,0,2,2,4,8
TOL,,,0.011309,4,4,8,0,0.000119,9,0.274553,0.291997,0.000015,5,5,10,8
YKF,,,0.012343,2,2,4,1,0.000085,9,0.275157,0.292338,0,3,3,6,8
YXU,,,0.023513,5,5,10,1,0.000157,9,0.284859,0.303721,0,6,6,12,8
ORU,,,0.000176,1,2,3,0,0.000099,11,0.182029,0.188626,0,2,4,6,9
TLN,,,0.014087,3,3,6,0,0.000085,9,0.24637,0.267286,0.000001,3,3,6,1
UIP,,,0.00546,1,1,2,0,0.00006,9,0.241905,0.258486,0,1,1,2,1
RRS,,,0.006586,1,1,2,0,0.00006,9,0.248601,0.264459,0,1,1,2,1
SDN,,,0.006876,2,2,4,1,0.000089,9,0.24862,0.264607,0,2,2,4,1
VDB,,,0.006586,1,1,2,0,0.00006,9,0.248601,0.264459,0,1,1,2,1
OST,,,0.006681,1,1,2,1,0.000056,10,0.194617,0.204211,0,1,1,2,1
OTD,,,0.000201,1,1,2,0.5,0.000128,13,0.139782,0.142697,0.000288,1,1,2,2
SIC,,,0.000149,1,1,2,0.5,0.000153,12,0.162481,0.167035,0.000288,1,1,2,2
OTH,,,0.009181,2,2,4,1,0.00008,9,0.267995,0.282331,0,2,2,4,8
SUJ,,,0.005141,1,1,2,0,0.000058,9,0.242148,0.255652,0,2,2,4,1
WLK,,,0.000255,1,1,2,0,0.000125,11,0.186874,0.193457,0,2,2,4,16
WTK,,,0.000255,1,2,3,1,0.000125,11,0.186884,0.193605,0,2,3,5,16
OWB,,,0.004563,2,2,4,0,0.000083,9,0.239147,0.252634,0.000001,2,2,4,8
PUE,,,0.000201,1,1,2,0,0.000128,12,0.162473,0.166985,0,1,1,2,2
PVE,,,0.000201,1,1,2,0,0.000128,1,1,1,0.000288,1,1,2,2
PYC,,,0.000201,1,1,2,0.5,0.000128,13,0.139782,0.142697,0.000288,1,1,2,2
SAX,,,0.000201,1,1,2,0.5,0.000128,13,0.139782,0.142697,0.000288,1,1,2,2
PAV,,,0.001039,1,1,2,0,0.000072,10,0.232096,0.243309,0,1,1,2,9
PBJ,,,0.000549,2,2,4,0.5,0.000154,11,0.204036,0.213409,0.000144,2,2,4,7
PBO,,,0.001327,1,1,2,0,0.000077,10,0.23427,0.246893,0,3,3,6,7
SJZ,,,0.00161,2,2,4,1,0.000103,10,0.232432,0.244165,0,2,2,4,1
PDT,,,0.003089,1,1,2,0,0.000063,10,0.246604,0.258788,0,1,1,2,8
ZHY,,,0.009938,2,2,4,1,0.000079,9,0.273508,0.292433,0,2,2,4,12
ZNE,,,0.001327,1,1,2,0,0.000077,10,0.23427,0.246893,0,2,2,4,7
PET,,,0.000861,2,2,4,0.5,0.000112,10,0.218519,0.230068,0.000288,3,4,7,9
RIG,,,0.000164,1,2,3,1,0.000092,10,0.218519,0.230068,0,1,3,4,9
PFQ,,,0.000554,1,1,2,0,0.000082,11,0.185897,0.194138,0,1,1,2,6
SVC,,,0.004338,1,1,2,0,0.000062,10,0.245994,0.259254,0,1,1,2,8
PIH,,,0.003791,1,1,2,0,0.000065,10,0.245101,0.258558,0,1,1,2,8
UGB,,,0.000149,1,1,2,0,0.000186,12,0.15737,0.161105,0.000576,1,1,2,16
PKA,,,0.000152,1,1,2,0.5,0.000158,11,0.187174,0.19434,0.000288,1,1,2,16
SJK,,,0.000736,2,2,4,0,0.000112,11,0.205927,0.215306,0,3,3,6,9
PNL,,,0.010478,3,3,6,0.333333,0.000081,9,0.25209,0.267712,0,3,3,6,1
PMZ,,,0.002312,2,1,3,1,0.000118,10,0.239623,0.251675,0,3,3,6,8
TFI,,,0.000988,2,1,3,1,0.000153,11,0.183154,0.189507,0,2,1,3,7
POG,,,0.000561,1,1,2,0,0.00007,10,0.224834,0.234645,0,1,1,2,4
SRA,,,0.000713,1,1,2,0.5,0.000073,11,0.179361,0.185661,0.000144,1,1,2,9
WBM,,,0.000804,1,1,2,0,0.000084,10,0.224132,0.235642,0,1,1,2,7
RKA,,,0.000609,1,1,2,0,0.000103,12,0.155809,0.15888,0.000575,1,1,2,14
RMT,,,0.000781,2,2,4,1,0.000203,10,0.226234,0.235328,0,2,2,4,14
RUR,,,0.000937,3,2,5,0.666667,0.000236,10,0.226234,0.235328,0,3,2,5,14
RVV,,,0.000773,2,2,4,1,0.00015,10,0.226234,0.235328,0,2,2,4,14
TKX,,,0.000758,2,3,5,0.333333,0.000185,10,0.226265,0.235525,0.000576,2,3,5,14
TUB,,,0.000773,2,3,5,0.666667,0.000166,10,0.226249,0.235476,0,2,3,5,14
PRI,,,0.000753,1,1,2,0,0.000068,10,0.230811,0.240918,0,1,1,2,6
PSJ,,,0.00056,1,1,2,0,0.000083,10,0.207598,0.218479,0,1,1,2,7
PSM,,,0.001085,1,1,2,0,0.000064,9,0.211538,0.221943,0,1,1,2,8
PTH,,,0.000148,1,1,2,0,0.000202,11,0.186729,0.192886,0.000576,1,1,2,16
PTJ,,,0,0,1,1,0,0.000044,13,0.144389,0.147436,0,0,1,1,7
SFG,,,0.001015,2,2,4,1,0.000088,10,0.216073,0.226232,0,4,4,8,8
PUM,,,0.00056,1,1,2,0,0.000083,10,0.207598,0.218479,0,1,1,2,7
CZJ,,,0.000149,1,0,1,0,0.000153,0,0,0,0,1,0,1,2
YNY,,,0.006784,1,1,2,0,0.00006,9,0.265843,0.282552,0,1,1,2,12
PWE,,,0.003677,1,1,2,0,0.000061,10,0.250985,0.264951,0,1,1,2,3
SNV,,,0.000224,1,1,2,0,0.000088,11,0.195259,0.20282,0,1,1,2,8
QBC,,,0.004034,1,2,3,0.5,0.000068,10,0.257688,0.271941,0.000288,1,2,3,8
YAA,,,0.000199,1,1,2,1,0.000073,10,0.257668,0.271793,0,1,1,2,8
QOQ,,,0.000149,1,1,2,0.5,0.000155,11,0.149418,0.152823,0.000288,1,1,2,22
QFN,,,0.000148,1,1,2,0,0.000189,12,0.130045,0.132515,0.000576,1,1,2,22
QUB,,,0.001568,1,1,2,0,0.000066,10,0.235102,0.246632,0,1,1,2,6
QUV,,,0.000149,1,1,2,0,0.00017,13,0.115091,0.116865,0.000576,1,1,2,22
RAH,,,0.003911,1,1,2,0,0.000063,10,0.248675,0.264179,0,1,1,2,6
SFL,,,0.000773,1,1,2,0,0.000069,10,0.226949,0.237267,0,1,1,2,4
RDD,,,0.006092,1,1,2,0,0.000062,9,0.265029,0.279712,0,1,1,2,8
RDN,,,0.006033,2,2,4,1,0.000093,9,0.25935,0.277816,0,2,2,4,7
URG,,,0.000172,1,1,2,0,0.000113,11,0.179361,0.185661,0,1,1,2,9
RIB,,,0.0002,1,1,2,0,0.000111,12,0.166765,0.171776,0,1,1,2,9
SCT,,,0.000574,1,1,2,0,0.000065,10,0.221225,0.230481,0,2,2,4,6
RJH,,,0.000172,1,1,2,1,0.000073,10,0.238405,0.251345,0,1,1,2,7
TUI,,,0.003911,1,1,2,0,0.000063,10,0.248675,0.264179,0,1,1,2,6
SMS,,,0.001566,3,3,6,1,0.000146,10,0.231746,0.243044,0,3,3,6,4
RVD,,,0.0008,1,1,2,0,0.000074,10,0.208779,0.220487,0,1,1,2,9
SAB,,,0.002303,2,1,3,1,0.000086,10,0.235709,0.247601,0,2,1,3,8
ZOS,,,0.001783,1,1,2,0.5,0.000072,11,0.196944,0.203863,0.000144,1,1,2,9
UTS,,,0.000404,1,1,2,0,0.000078,10,0.209232,0.218214,0,1,1,2,3
SDG,,,0.000554,1,1,2,0,0.000082,11,0.185897,0.194138,0,1,1,2,6
YKM,,,0.005007,1,1,2,0,0.000065,9,0.262536,0.275929,0,1,1,2,8
THD,,,0.002707,1,1,2,0,0.000066,10,0.246137,0.260739,0,1,1,2,12
VCS,,,0.0029,2,2,4,0,0.000108,10,0.246173,0.260937,0.000002,2,2,4,12
VKG,,,0.002707,1,1,2,0,0.000066,10,0.246137,0.260739,0,1,1,2,12
SNE,,,0.001391,2,2,4,1,0.000093,10,0.229167,0.240221,0,2,2,4,1
SJL,,,0.000184,1,1,2,0,0.000138,12,0.175337,0.18123,0,1,1,2,9
TTQ,,,0.002131,1,1,2,0,0.000073,10,0.239623,0.251675,0,1,1,2,8
VIJ,,,0.003856,2,2,4,1,0.000083,10,0.238758,0.251302,0,4,4,8,8
VQS,,,0.002902,2,2,4,1,0.00009,10,0.238758,0.251302,0,6,6,12,8
ZQZ,,,0.001412,1,1,2,0,0.00006,10,0.216683,0.227742,0,2,2,4,12
TWF,,,0.003791,1,1,2,0,0.000065,10,0.245101,0.258558,0,1,1,2,8
VEL,,,0.003791,1,1,2,0,0.000065,10,0.245101,0.258558,0,1,1,2,8
SRV,,,0.000155,1,1,2,0.5,0.000133,11,0.186771,0.193,0,1,1,2,16
TQL,,,0.000379,1,1,2,0,0.00007,11,0.204221,0.214285,0,1,1,2,3
SMK,,,0.00037,2,2,4,0.5,0.000189,11,0.186709,0.193047,0,4,4,8,16
SSR,,,0.000245,1,1,2,0,0.000109,11,0.195723,0.202944,0,1,1,2,7
WLH,,,0.000245,1,1,2,0,0.000109,11,0.195723,0.202944,0,1,1,2,7
SPB,,,0.000148,1,1,2,0,0.000295,1,1,1,0,1,1,2,23
SSB,,,0.000148,1,1,2,0,0.000295,1,1,1,0,1,1,2,23
SRX,,,0.005966,2,2,4,1,0.000081,10,0.242287,0.256789,0,2,2,4,6
TBN,,,0.003478,1,1,2,0,0.000063,10,0.237216,0.249478,0,1,1,2,8
UIN,,,0.003478,1,1,2,0,0.000063,10,0.237216,0.249478,0,1,1,2,8
MTE,,,0.000198,1,0,1,0,0.000076,0,0,0,0,1,0,1,9
TMT,,,0.000198,1,1,2,0,0.000076,12,0.175757,0.181967,0,1,1,2,9
STZ,,,0,0,1,1,0,0.000044,13,0.136927,0.139805,0,0,1,1,9
SXO,,,0.000141,1,1,2,0,0.000082,12,0.158604,0.162856,0.000288,1,1,2,9
SUK,,,0.000867,1,1,2,0,0.000072,10,0.221675,0.233534,0,1,1,2,3
SUR,,,0.000158,1,1,2,1,0.000088,11,0.178696,0.184166,0,1,1,2,25
VBV,,,0.00027,1,1,2,0,0.000092,11,0.202994,0.21123,0,1,1,2,7
SVR,,,0.000156,1,1,2,0,0.000172,13,0.115146,0.116926,0,1,1,2,22
SXI,,,0.000925,1,1,2,0,0.000069,10,0.225344,0.235936,0,1,1,2,6
SXX,,,0,0,1,1,0,0.000044,12,0.152382,0.15649,0,0,1,1,9
KPR,,,0.000148,1,0,1,0,0.000143,0,0,0,0,1,0,1,16
TMW,,,0.002599,1,1,2,0,0.000075,10,0.252978,0.267631,0,1,1,2,7
SZI,,,0.000338,1,1,2,0,0.000075,11,0.204642,0.214729,0,1,1,2,3
TBW,,,0.003677,1,1,2,0,0.000061,10,0.250985,0.264951,0,1,1,2,3
TCG,,,0.002055,1,1,2,0,0.000064,10,0.229728,0.243325,0,2,2,4,12
TLJ,,,0.000149,1,1,2,0.5,0.000163,11,0.186667,0.192723,0.000288,1,1,2,16
TGH,,,0.000393,1,1,2,0,0.000099,11,0.204011,0.213211,0,1,1,2,7
YES,,,0.000554,1,1,2,0,0.000082,11,0.185897,0.194138,0,1,1,2,6
TIU,,,0.000422,1,1,2,0,0.000087,11,0.203679,0.212466,0,1,1,2,7
TKP,,,0.000163,1,1,2,0,0.000097,11,0.184525,0.189455,0,1,1,2,14
URE,,,0.002347,1,1,2,0,0.00006,9,0.233654,0.246618,0,1,1,2,1
XFW,,,0.003967,1,1,2,0,0.000059,10,0.236999,0.250649,0,1,1,2,1
VIN,,,0.00644,1,1,2,0,0.000058,9,0.25949,0.273985,0,1,1,2,1
WMR,,,0.000202,1,1,2,0,0.000088,11,0.188186,0.194302,0,1,1,2,4
WWT,,,0.000156,1,1,2,0,0.0002,11,0.187185,0.194365,0.000432,2,2,4,16
TNW,,,0.000162,1,1,2,0.5,0.000109,10,0.226857,0.23946,0.000288,1,1,2,8
TTT,,,0.000798,1,1,2,0,0.000063,10,0.212885,0.223046,0,1,1,2,12
UST,,,0.000943,1,1,2,0,0.000063,10,0.216253,0.225904,0,1,1,2,8
TUA,,,0.001233,1,0,1,0,0.000077,0,0,0,0,1,0,1,8
XMS,,,0.001233,1,1,2,0.5,0.000077,11,0.18493,0.191722,0.000288,1,1,2,8
UKA,,,0.000231,1,1,2,0,0.000127,12,0.165938,0.171613,0,3,3,6,4
ULG,,,0.000821,1,1,2,0,0.000079,10,0.226842,0.237812,0,1,1,2,12
DLZ,,,0.000821,1,0,1,0,0.000079,0,0,0,0,1,0,1,12
ULO,,,0.000821,1,1,2,0,0.000079,10,0.226842,0.237812,0,1,1,2,12
ULZ,,,0.000821,1,1,2,0,0.000079,10,0.226842,0.237812,0,1,1,2,12
URS,,,0.003677,1,1,2,0,0.000061,10,0.250985,0.264951,0,1,1,2,3
VDA,,,0,0,1,1,0,0.000044,9,0.283937,0.302686,0,0,1,1,1
VLS,,,0.000393,1,1,2,0,0.000099,11,0.204011,0.213211,0,1,1,2,7
XKH,,,0.000765,1,1,2,0,0.000073,10,0.221748,0.23258,0,1,1,2,7
WSZ,,,0.000422,1,1,2,0,0.000087,11,0.203679,0.212466,0,1,1,2,7
YAX,,,0.000586,3,2,5,0.833333,0.000217,12,0.151646,0.155274,0,3,2,5,25
YTL,,,0.00091,5,4,9,0.5,0.000384,11,0.178715,0.18456,0.000144,5,4,9,25
XGR,,,0.000283,1,1,2,0,0.000095,11,0.204481,0.212485,0,1,1,2,25
YVP,,,0.00718,9,10,19,0.1,0.000602,10,0.257021,0.273728,0.005335,9,10,19,25
XKS,,,0.000434,2,2,4,1,0.000176,11,0.178696,0.184264,0,2,2,4,25
YUS,,,0.000912,1,1,2,0,0.000063,10,0.217759,0.228401,0,2,2,4,12
YAB,,,0.000396,2,2,4,0,0.000228,11,0.193016,0.199843,0.001151,2,2,4,24
YFB,,,0.003374,10,10,20,0.022222,0.000762,10,0.239097,0.252379,0.006384,18,18,36,24
YRB,,,0.000306,2,2,4,0,0.00028,12,0.161811,0.16596,0.000576,2,2,4,24
YAC,,,0.000419,2,2,4,0.5,0.000202,11,0.178696,0.184264,0.000144,2,2,4,25
YAG,,,0.000782,3,2,5,0.333333,0.000213,10,0.217003,0.225273,0.000001,3,2,5,25
YQK,,,0.001335,3,3,6,0,0.000216,10,0.228996,0.239691,0.000161,3,3,6,25
YQT,,,0.011741,11,9,20,0.153846,0.000609,9,0.277053,0.294491,0.011154,14,13,27,25
YAM,,,0.009755,4,4,8,0.75,0.000176,9,0.275899,0.292021,0.000001,4,4,8,25
YSB,,,0.00996,5,6,11,0.566667,0.000213,9,0.276124,0.292512,0.000006,5,6,11,25
YAT,,,0.000304,2,2,4,0,0.000311,13,0.131355,0.133629,0.000576,2,2,4,25
YPO,,,0.000156,1,1,2,0,0.000176,14,0.116108,0.117671,0,1,1,2,25
ZKE,,,0.000312,2,2,4,0,0.000275,12,0.151198,0.154386,0.001151,2,2,4,25
YAY,,,0.001197,3,3,6,0.666667,0.000171,10,0.228639,0.238735,0.000164,3,3,6,25
